stock_name,Basic EPS (Rs.)_yr1,Basic EPS (Rs.)_yr2,Basic EPS (Rs.)_yr3,Basic EPS (Rs.)_yr4,Basic EPS (Rs.)_yr5,Diluted EPS (Rs.)_yr1,Diluted EPS (Rs.)_yr2,Diluted EPS (Rs.)_yr3,Diluted EPS (Rs.)_yr4,Diluted EPS (Rs.)_yr5,Cash EPS (Rs.)_yr1,Cash EPS (Rs.)_yr2,Cash EPS (Rs.)_yr3,Cash EPS (Rs.)_yr4,Cash EPS (Rs.)_yr5,Book Value [ExclRevalReserve]/Share (Rs.)_yr1,Book Value [ExclRevalReserve]/Share (Rs.)_yr2,Book Value [ExclRevalReserve]/Share (Rs.)_yr3,Book Value [ExclRevalReserve]/Share (Rs.)_yr4,Book Value [ExclRevalReserve]/Share (Rs.)_yr5,Book Value [InclRevalReserve]/Share (Rs.)_yr1,Book Value [InclRevalReserve]/Share (Rs.)_yr2,Book Value [InclRevalReserve]/Share (Rs.)_yr3,Book Value [InclRevalReserve]/Share (Rs.)_yr4,Book Value [InclRevalReserve]/Share (Rs.)_yr5,Dividend / Share(Rs.)_yr1,Dividend / Share(Rs.)_yr2,Dividend / Share(Rs.)_yr3,Dividend / Share(Rs.)_yr4,Dividend / Share(Rs.)_yr5,Revenue from Operations/Share (Rs.)_yr1,Revenue from Operations/Share (Rs.)_yr2,Revenue from Operations/Share (Rs.)_yr3,Revenue from Operations/Share (Rs.)_yr4,Revenue from Operations/Share (Rs.)_yr5,PBDIT/Share (Rs.)_yr1,PBDIT/Share (Rs.)_yr2,PBDIT/Share (Rs.)_yr3,PBDIT/Share (Rs.)_yr4,PBDIT/Share (Rs.)_yr5,PBIT/Share (Rs.)_yr1,PBIT/Share (Rs.)_yr2,PBIT/Share (Rs.)_yr3,PBIT/Share (Rs.)_yr4,PBIT/Share (Rs.)_yr5,PBT/Share (Rs.)_yr1,PBT/Share (Rs.)_yr2,PBT/Share (Rs.)_yr3,PBT/Share (Rs.)_yr4,PBT/Share (Rs.)_yr5,Net Profit/Share (Rs.)_yr1,Net Profit/Share (Rs.)_yr2,Net Profit/Share (Rs.)_yr3,Net Profit/Share (Rs.)_yr4,Net Profit/Share (Rs.)_yr5,PBDIT Margin (%)_yr1,PBDIT Margin (%)_yr2,PBDIT Margin (%)_yr3,PBDIT Margin (%)_yr4,PBDIT Margin (%)_yr5,PBIT Margin (%)_yr1,PBIT Margin (%)_yr2,PBIT Margin (%)_yr3,PBIT Margin (%)_yr4,PBIT Margin (%)_yr5,PBT Margin (%)_yr1,PBT Margin (%)_yr2,PBT Margin (%)_yr3,PBT Margin (%)_yr4,PBT Margin (%)_yr5,Net Profit Margin (%)_yr1,Net Profit Margin (%)_yr2,Net Profit Margin (%)_yr3,Net Profit Margin (%)_yr4,Net Profit Margin (%)_yr5,Return on Networth / Equity (%)_yr1,Return on Networth / Equity (%)_yr2,Return on Networth / Equity (%)_yr3,Return on Networth / Equity (%)_yr4,Return on Networth / Equity (%)_yr5,Return on Capital Employed (%)_yr1,Return on Capital Employed (%)_yr2,Return on Capital Employed (%)_yr3,Return on Capital Employed (%)_yr4,Return on Capital Employed (%)_yr5,Return on Assets (%)_yr1,Return on Assets (%)_yr2,Return on Assets (%)_yr3,Return on Assets (%)_yr4,Return on Assets (%)_yr5,Total Debt/Equity (X)_yr1,Total Debt/Equity (X)_yr2,Total Debt/Equity (X)_yr3,Total Debt/Equity (X)_yr4,Total Debt/Equity (X)_yr5,Asset Turnover Ratio (%)_yr1,Asset Turnover Ratio (%)_yr2,Asset Turnover Ratio (%)_yr3,Asset Turnover Ratio (%)_yr4,Asset Turnover Ratio (%)_yr5,Current Ratio (X)_yr1,Current Ratio (X)_yr2,Current Ratio (X)_yr3,Current Ratio (X)_yr4,Current Ratio (X)_yr5,Quick Ratio (X)_yr1,Quick Ratio (X)_yr2,Quick Ratio (X)_yr3,Quick Ratio (X)_yr4,Quick Ratio (X)_yr5,Inventory Turnover Ratio (X)_yr1,Inventory Turnover Ratio (X)_yr2,Inventory Turnover Ratio (X)_yr3,Inventory Turnover Ratio (X)_yr4,Inventory Turnover Ratio (X)_yr5,Dividend Payout Ratio (NP) (%)_yr1,Dividend Payout Ratio (NP) (%)_yr2,Dividend Payout Ratio (NP) (%)_yr3,Dividend Payout Ratio (NP) (%)_yr4,Dividend Payout Ratio (NP) (%)_yr5,Dividend Payout Ratio (CP) (%)_yr1,Dividend Payout Ratio (CP) (%)_yr2,Dividend Payout Ratio (CP) (%)_yr3,Dividend Payout Ratio (CP) (%)_yr4,Dividend Payout Ratio (CP) (%)_yr5,Earnings Retention Ratio (%)_yr1,Earnings Retention Ratio (%)_yr2,Earnings Retention Ratio (%)_yr3,Earnings Retention Ratio (%)_yr4,Earnings Retention Ratio (%)_yr5,Cash Earnings Retention Ratio (%)_yr1,Cash Earnings Retention Ratio (%)_yr2,Cash Earnings Retention Ratio (%)_yr3,Cash Earnings Retention Ratio (%)_yr4,Cash Earnings Retention Ratio (%)_yr5,Enterprise Value (Cr.)_yr1,Enterprise Value (Cr.)_yr2,Enterprise Value (Cr.)_yr3,Enterprise Value (Cr.)_yr4,Enterprise Value (Cr.)_yr5,EV/Net Operating Revenue (X)_yr1,EV/Net Operating Revenue (X)_yr2,EV/Net Operating Revenue (X)_yr3,EV/Net Operating Revenue (X)_yr4,EV/Net Operating Revenue (X)_yr5,EV/EBITDA (X)_yr1,EV/EBITDA (X)_yr2,EV/EBITDA (X)_yr3,EV/EBITDA (X)_yr4,EV/EBITDA (X)_yr5,MarketCap/Net Operating Revenue (X)_yr1,MarketCap/Net Operating Revenue (X)_yr2,MarketCap/Net Operating Revenue (X)_yr3,MarketCap/Net Operating Revenue (X)_yr4,MarketCap/Net Operating Revenue (X)_yr5,Retention Ratios (%)_yr1,Retention Ratios (%)_yr2,Retention Ratios (%)_yr3,Retention Ratios (%)_yr4,Retention Ratios (%)_yr5,Price/BV (X)_yr1,Price/BV (X)_yr2,Price/BV (X)_yr3,Price/BV (X)_yr4,Price/BV (X)_yr5,Price/Net Operating Revenue_yr1,Price/Net Operating Revenue_yr2,Price/Net Operating Revenue_yr3,Price/Net Operating Revenue_yr4,Price/Net Operating Revenue_yr5,Earnings Yield_yr1,Earnings Yield_yr2,Earnings Yield_yr3,Earnings Yield_yr4,Earnings Yield_yr5
Cipla Ltd.,30.61,36.67,30.61,28.76,23.45,30.58,36.63,30.57,28.72,23.41,38.52,42.36,37.5,36.19,30.51,305.25,279.05,247.1,215.85,195.88,305.25,279.05,247.1,215.85,195.88,8.5,5,5,4,3,195.63,162.27,172.37,157.01,153.58,52.65,49.99,49,44.65,38.22,45.26,44.29,42.11,37.21,31.15,42.63,43.95,41.55,36.77,30.94,31.14,36.66,30.61,28.75,23.44,26.91,30.8,28.42,28.43,24.88,23.13,27.29,24.42,23.7,20.28,21.78,27.08,24.1,23.41,20.14,15.91,22.59,17.75,18.31,15.26,10.2,13.13,12.38,13.32,11.96,14.67,15.72,16.75,16.86,15.63,9.1,11.62,10.74,11.36,10.25,0,0,0,0,0,0.6,0.54,60.53,62.03,67.18,4.95,4.41,3.79,3.45,4,3.74,3.23,2.64,2.29,2.79,1.08,0.88,4.5,4.19,4.31,0,13.63,0,24.34,12.79,0,11.8,0,19.33,9.82,0,86.37,0,75.66,87.21,0,88.2,0,80.67,90.18,"71,729.50","80,744.55","64,871.04","33,587.37","42,471.14",4.54,6.17,4.67,2.65,3.43,16.88,20.02,16.42,9.33,13.79,4.6,6.28,4.73,2.69,3.45,0,86.36,0,75.65,87.2,2.95,3.65,3.3,1.96,2.7,4.6,6.28,4.73,2.69,3.45,0.03,0.04,0.04,0.07,0.04
Cholamandalam Investment and Finance Company Ltd.,32.45,26.16,18.48,13.37,75.87,32.4,26.11,18.45,13.35,75.81,33.87,27.32,19.66,14.15,79.37,173.83,142.53,116.54,99.67,394.79,173.83,142.53,116.54,99.67,394.79,2,2,2,1.7,6.5,155.12,122.33,116,105.53,446.97,115.12,88.72,81.83,76.66,349.51,113.67,87.53,80.63,75.35,345.96,43.77,35.2,24.85,19.34,116.55,32.42,26.13,18.47,12.84,75.83,74.21,72.52,70.54,72.64,78.19,73.28,71.55,69.5,71.39,77.4,28.21,28.77,21.42,18.32,26.07,20.89,21.36,15.91,12.16,16.96,18.64,18.33,15.84,12.87,19.2,64.54,24.74,25.14,30.82,9.51,2.34,2.6,2.03,1.64,2.06,6.5,5.91,6.67,6.73,8.19,0.13,0.13,0.14,13.51,12.17,1.13,1.52,1.52,1.43,101.69,1.13,1.52,1.52,1.43,101.69,0,0,0,0,0,0,7.64,7.03,15.79,8.56,0,7.31,6.6,14.32,8.18,0,92.36,92.97,84.21,91.44,0,92.69,93.4,85.68,91.82,"1,52,541.16","1,23,954.58","1,04,339.27","60,586.70","69,535.13",11.96,12.34,10.96,7,9.94,16.11,17.01,15.54,9.64,12.72,4.91,5.87,4.82,1.45,3.24,0,92.35,92.96,84.2,91.43,4.38,5.04,4.79,1.53,3.67,4.91,5.87,4.82,1.45,3.24,0.04,0.04,0.03,0.08,0.05
CIE Automotive India Ltd.,13.5,2.91,1.95,1.95,4.55,13.5,2.91,1.95,1.95,4.55,17.01,6.06,4.81,4.81,7.52,117.88,106.84,104.09,104.09,102.15,117.88,106.84,104.09,104.09,102.15,2.5,2.5,0,0,0,115.95,86.8,56.59,56.59,76.37,19.57,11.77,5.85,5.85,9.97,16.06,8.62,2.99,2.99,7,16.7,7.96,2.68,2.68,6.96,13.5,2.91,1.95,1.95,4.55,16.87,13.55,10.34,10.34,13.05,13.84,9.93,5.28,5.28,9.16,14.4,9.17,4.73,4.73,9.1,11.64,3.35,3.45,3.45,5.95,11.45,2.72,1.87,1.87,4.45,12.55,7.34,2.69,2.69,6.48,8.76,2.03,1.47,1.47,3.62,0.03,0.05,0.02,0.02,0.03,0.78,0.63,0.44,42.79,60.96,1.73,1.48,1.42,1.42,1.48,1.22,1.01,1,1,1.05,5.14,4.41,3.34,6.5,10.31,18.51,0,0,0,0,14.69,0,0,0,0,81.49,0,0,0,0,85.31,0,0,0,0,"13,116.13","9,055.65","6,536.92","2,654.07","6,304.53",2.98,2.75,3.05,1.24,2.18,17.67,20.3,29.47,11.97,16.68,2.97,2.71,3.04,1.23,2.16,81.48,0,0,0,0,2.92,2.2,1.65,0.67,1.61,2.97,2.71,3.04,1.23,2.16,0.04,0.01,0.01,0.03,0.03
Chemplast Sanmar Ltd.,9.21,25.54,3.25,4.37,-3.19,9.21,25.54,3.25,4.37,-3.19,15.05,29.74,9.8,27.77,3.96,249.41,168.19,72.81,135.77,12.4,249.41,240.16,150.71,294.86,12.4,0,0,0,0,0,138.92,127.26,96.12,187.84,330.42,20.97,41.76,29.61,48.01,23.12,15.12,36.01,23.06,34.97,15.97,10.54,27.43,2.97,20.73,-4.39,9.21,24,3.25,14.73,-3.19,15.09,32.81,30.8,25.55,6.99,10.88,28.29,23.99,18.61,4.83,7.58,21.55,3.09,11.03,-1.32,6.62,18.85,3.38,7.84,-0.96,3.69,14.26,4.46,10.84,-25.7,5.05,12.91,8.16,6.2,20.28,2.64,7.66,1.01,2.34,-1.25,0.05,0,1.21,1.38,5.54,0.42,0.44,30.08,29.93,129.59,1.68,2.01,1.16,1.03,0.54,1.17,1.37,0.68,0.61,0.42,2,2.4,5.43,6.93,16.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,166.05","10,036.56",0,0,0,2.35,4.99,0,0,0,15.58,15.2,0,0,0,2.5,5.22,0,0,0,0,0,0,0,0,1.39,3.95,0,0,0,2.5,5.22,0,0,0,0.03,0.04,0,0,0
Chalet Hotels Ltd.,8.93,-3.42,-5.7,3.98,-0.58,8.93,-3.42,-5.7,3.98,-0.58,14.24,1.9,-0.45,9.41,5.13,76.55,64.65,69.89,75.56,70.57,76.55,64.65,69.89,75.56,70.57,0,0,0,0,0,52.41,23.45,13.87,47.63,48.15,23.87,5.75,1.69,16.73,17.74,18.56,0.43,-3.55,11.3,12.11,13.17,-6.62,-10.83,4.04,-1.02,8.93,-3.42,-5.7,3.98,-0.5,45.53,24.51,12.22,35.12,36.84,35.4,1.82,-25.63,23.71,25.15,25.12,-28.21,-78.1,8.48,-2.11,17.03,-14.58,-41.08,8.35,-1.03,11.66,-5.29,-8.15,5.26,-0.7,9.8,0.24,-2.28,7.26,8.69,3.69,-1.59,-2.98,2.1,-0.28,1.78,1.73,1.16,0.97,0.94,0.23,0.12,7.26,25.14,27.58,0.81,0.93,0.89,1.02,0.83,0.43,0.45,0.35,0.45,0.28,0,0,0.73,2.49,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,159.34","8,553.36","4,760.92","5,681.31","8,251.80",9.45,17.79,16.75,5.82,8.36,20.76,72.57,137,16.56,22.69,6.92,12.83,10.59,4.28,7.02,0,0,0,0,0,4.74,4.65,2.1,2.7,4.79,6.92,12.83,10.59,4.28,7.02,0.02,-0.01,-0.04,0.02,0
Cholamandalam Financial Holdings Ltd.,3.08,2.96,1.16,4.44,3.55,3.08,2.96,1.16,4.44,853.55,3.08,2.96,1.16,4.44,3.54,65.84,63.25,60.78,59.58,56.7,65.84,63.25,60.78,59.58,56.7,0.55,0.55,0.55,0.65,1.25,4.46,4.45,3.09,4.84,3.92,4.31,4.31,2.96,4.71,3.78,4.31,4.31,2.96,4.71,3.78,3.93,3.77,1.81,4.63,3.78,3.08,2.96,1.16,4.44,3.54,96.58,96.87,95.72,97.29,96.47,96.57,96.85,95.71,97.28,96.47,88.18,84.7,58.39,95.65,96.47,69.09,66.47,37.39,91.69,90.51,4.68,4.67,1.9,7.45,6.25,6.54,6.8,4.86,7.9,6.65,4.49,4.3,1.66,6.3,6.23,0.04,0.08,0.13,0.18,0,0.06,0.06,0.04,6.87,6.88,24.87,12.65,8.12,6.51,412.14,24.87,12.65,8.12,6.51,412.14,0,0,0,0,0,0,18.6,0,29.28,35.24,0,18.6,0,29.27,35.24,0,81.4,0,70.72,64.76,0,81.4,0,70.73,64.76,"10,175.18","11,688.61","11,382.87","5,601.60","8,879.08",121.48,139.97,196.09,61.64,120.8,125.77,144.48,204.84,63.35,125.22,120.97,138.89,193.91,59.91,122.32,0,81.39,0,70.71,64.75,8.2,9.77,9.87,4.87,8.45,120.98,138.89,193.91,59.91,122.32,0.01,0,0,0.02,0.01
Cera Sanitaryware Ltd.,161.2,114.84,77.89,89.15,88.46,161.2,114.84,77.89,89.15,88.46,184.61,138.24,103.44,114.27,106.03,899,773.31,672.31,594.27,538.34,899,773.31,672.31,594.27,538.34,50,35,13,13,13,"1,381.07","1,108.55",923.98,929.71,"1,033.07",248.02,187.63,132.05,136.62,158.58,224.61,164.23,106.5,111.5,141.02,216.62,156.29,103.22,108.11,138.53,161.2,114.84,77.89,89.15,88.46,17.95,16.92,14.29,14.69,15.35,16.26,14.81,11.52,11.99,13.65,15.68,14.09,11.17,11.62,13.4,11.67,10.35,8.42,9.58,8.56,17.93,14.85,11.58,15,16.43,23.12,19.64,14.5,16.96,23.66,12.66,10.46,7.89,10.29,10.56,0.02,0.02,0.01,0.02,0.03,1.17,1.06,93.65,107.4,123.34,3.23,3.09,2.6,2.52,2.21,2.27,2.24,2.09,1.76,1.64,0.66,0.77,7.08,5.91,7.5,21.71,11.32,0,29.16,13.56,18.95,9.4,0,22.75,11.31,78.29,88.68,0,70.84,86.44,81.05,90.6,0,77.25,88.69,"8,297.36","6,474.50","5,080.51","3,015.43","3,944.35",4.62,4.49,4.23,2.49,2.94,25.72,26.53,29.58,16.97,19.12,4.62,4.49,4.23,2.48,2.93,78.28,88.67,0,70.83,86.43,7.1,6.43,5.81,3.88,5.62,4.62,4.49,4.23,2.48,2.93,0.03,0.02,0.02,0.04,0.03
Chambal Fertilisers and Chemicals Ltd.,25.69,30.92,32.36,29.42,13.1,25.69,30.92,32.36,29.42,13.1,33.1,38.13,39.31,36.31,15.95,165.22,148.57,127.15,94.08,77.86,165.22,148.57,127.15,94.08,77.86,7.5,7.5,7.5,4,2,667.28,386.08,305.59,293.26,242.54,49.98,56.64,60.69,50.02,32.54,42.57,49.44,53.75,43.13,29.69,34.88,46.9,47.07,31.85,19.05,25.69,30.92,32.36,29.42,13.1,7.48,14.67,19.86,17.05,13.41,6.37,12.8,17.58,14.7,12.24,5.22,12.14,15.4,10.86,7.85,3.85,8.01,10.59,10.03,5.4,15.55,20.81,25.45,31.26,16.82,18.92,22.33,25.69,22.65,16.53,8.54,9.89,13.17,8.4,3.93,0.47,0.69,0.73,2.27,2.53,2.18,1.38,1.03,83.78,72.9,1.79,1.59,2.06,1.1,1.02,1.35,0.77,1.54,0.93,0.81,3.79,2.74,3.04,10.75,7.63,0,29.1,9.26,24.58,17.48,0,23.6,7.63,19.92,14.35,0,70.9,90.74,75.42,82.52,0,76.4,92.37,80.08,85.65,"14,199.54","21,275.34","12,469.98","13,256.65","15,062.00",0.51,1.32,0.98,1.09,1.49,6.83,9.02,4.94,6.37,11.12,0.4,1.09,0.75,0.37,0.69,0,70.89,90.73,75.41,82.51,1.6,2.84,1.8,1.15,2.14,0.4,1.09,0.75,0.37,0.69,0.1,0.07,0.14,0.27,0.08
CG Power and Industrial Solutions Ltd.,5.18,4.62,7.94,-23.61,-22.62,5.14,4.36,7.5,-23.61,-22.62,5.63,4.86,5.76,-22.17,-20.96,15.91,12.62,7.73,-5.05,40.1,15.91,12.62,7.73,-5.05,40.1,1.5,0,0,0,0,43.08,35.78,18.88,50.57,85.45,6.65,4.45,1.17,2.55,9.17,6.17,3.94,0.56,1.11,7.51,6.44,5.14,6.16,-24.7,-22.09,5.14,4.35,5.15,-23.61,-22.61,15.44,12.44,6.2,5.04,10.73,14.31,11.01,2.98,2.19,8.79,14.94,14.37,32.6,-48.83,-25.84,11.93,12.15,27.27,-46.68,-26.46,32.31,34.46,66.64,0,-56.39,37.84,26.18,3.99,269.7,12.55,18.61,16.33,17.76,-44.17,-19.53,0,0.17,0.91,-4.2,0.71,1.63,1.34,0.7,0.6,73.82,1.54,1.26,1.01,0.46,0.71,1.25,0.99,0.82,0.38,0.55,9.35,8.69,5.38,4.85,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,170.12","27,176.05","9,495.95","1,510.47","4,346.72",6.87,5.27,3.76,0.48,0.81,44.45,42.32,60.62,9.44,7.56,6.96,5.29,3.54,0.1,0.5,0,0,0,0,0,18.86,15,8.65,-1.01,1.07,6.96,5.29,3.54,0.1,0.5,0.02,0.02,0.08,-4.62,-0.53
Century Plyboards Ltd.,16.51,14.64,8.64,7.12,7.15,16.51,14.64,8.64,7.12,7.15,19.74,17.65,11.45,10.14,9.38,85.29,70.32,56.84,48.24,43.55,85.29,70.32,56.84,48.24,43.55,1,1.5,1,1,1,162.71,134.85,94.98,102.58,101.73,26.15,25.05,15.55,14.16,13.77,22.89,22.01,12.74,11.13,11.52,22.2,21.58,11.72,9.45,9.52,16.49,14.62,8.63,7.11,7.13,16.07,18.57,16.37,13.8,13.53,14.07,16.32,13.41,10.84,11.32,13.64,16,12.34,9.21,9.35,10.13,10.83,9.08,6.92,7.01,19.32,20.78,15.18,14.73,16.38,26.21,30.47,21.6,21.41,23.22,13.91,14.68,10.74,9.71,8.98,0.14,0.13,0.08,0.21,0.48,1.49,1.5,118.27,140.15,128.15,1.95,1.92,1.87,1.49,1.24,1.22,1.11,1.18,0.74,0.64,2.82,2.98,6.4,6.45,5.65,0,6.83,0,14.04,0,0,5.65,0,9.84,0,0,93.17,0,85.96,0,0,94.35,0,90.16,0,"10,370.34","15,888.93","7,106.30","2,670.06","5,070.10",2.86,5.29,3.36,1.17,2.24,17.82,28.51,20.53,8.47,16.55,2.86,5.31,3.35,1.08,2.04,0,93.16,0,85.95,0,5.46,10.19,5.6,2.3,4.77,2.86,5.31,3.35,1.08,2.04,0.04,0.02,0.03,0.06,0.03
Crompton Greaves Consumer Electrical Ltd.,7.49,9.45,9.64,7.89,6.42,7.46,9.41,9.56,7.83,6.38,8.33,10.04,10.11,8.31,6.63,44.63,38.77,30.57,23.4,17.52,44.63,38.77,30.57,23.4,17.52,3,2.5,5.5,0,2,91.33,84.83,75.67,71.93,71.43,11.72,13.27,12.43,10.45,10.11,10.87,12.61,11.96,10.03,9.91,9.34,12.05,11.27,9.38,8.96,7.48,9.37,9.63,7.89,6.42,12.83,15.64,16.42,14.53,14.15,11.9,14.86,15.8,13.93,13.86,10.23,14.2,14.89,13.03,12.53,8.18,11.04,12.73,10.96,8.98,16.75,24.16,31.51,33.7,36.64,19.03,30.6,33.52,37.73,42.39,9.24,11.14,16.96,18.02,15.07,0.32,0.63,0.16,0.12,0.32,1.11,1.21,133.28,164.42,167.76,1.25,1,1.92,1.6,1.42,0.84,0.81,1.53,1.17,1.12,2.31,2.32,9.17,9.73,12.71,33.31,26.44,31.12,0,31.15,29.9,24.68,29.66,0,30.18,66.69,73.56,68.88,0,68.85,70.1,75.32,70.34,0,69.82,"19,508.93","24,334.30","24,404.27","13,224.41","14,355.11",3.36,4.53,5.14,2.93,3.21,26.16,28.94,31.27,20.17,22.64,3.21,4.41,5.2,2.9,3.16,66.68,73.55,68.87,0,68.84,6.56,9.64,12.87,8.92,12.88,3.21,4.41,5.2,2.9,3.16,0.03,0.03,0.02,0.04,0.03
Century Textiles and Industries Ltd.,32.98,18.57,2.82,40.32,543.97,32.98,18.57,2.82,40.32,543.97,52.92,38.98,23.33,60.72,561.25,374.66,350.89,328.03,320.26,296.04,374.66,350.89,328.03,320.26,296.04,5,4,1,3,7.5,429.33,369.72,233.73,306.59,353.08,63.34,54.14,32.78,62.25,96.1,43.39,33.73,12.28,41.85,78.82,47.42,27.01,4.35,33.52,69.73,32.98,18.56,2.82,40.32,543.97,14.75,14.64,14.02,20.3,27.21,10.1,9.12,5.25,13.65,22.32,11.04,7.3,1.86,10.93,19.74,7.68,5.02,1.2,13.15,154.06,8.8,5.29,0.85,12.59,183.74,9.12,7.68,2.63,9.69,17.99,4.93,2.89,0.49,6.88,98.32,0.22,0.31,0.23,0.15,0.27,0.66,0.61,40.83,52.33,63.81,1.05,0.88,1.3,0.87,0.8,0.22,0.27,0.59,0.35,0.32,1.73,2.05,3.09,3.88,6.28,0,5.38,106.38,18.6,1.19,0,2.56,12.86,12.35,1.15,0,94.62,-6.38,81.4,98.81,0,97.44,87.14,87.65,98.85,"7,922.49","10,641.87","5,954.22","3,741.12","11,267.74",1.65,2.58,2.28,1.09,2.86,11.2,17.6,16.26,5.38,10.5,1.48,2.31,1.99,0.96,2.64,0,94.61,-6.38,81.39,98.8,1.69,2.43,1.42,0.92,3.15,1.48,2.31,1.99,0.96,2.64,0.05,0.02,0.01,0.14,0.58
CESC Ltd.,6.26,6.16,61.44,69.23,70.69,6.26,6.16,61.44,69.23,70.69,9.85,9.66,95.87,102.49,102.81,74.92,74.72,748.96,753.49,732.93,74.92,74.72,748.96,753.49,732.93,4.5,4.5,45,20,17.5,59.95,54.75,519.55,588.19,582.02,10.2,9.78,101.7,118.5,114.26,6.59,6.25,66.97,84.9,81.79,7.97,7.84,63.61,83.97,88.78,6.24,6.12,61.14,68.89,70.34,17.01,17.86,19.57,20.14,19.63,10.99,11.41,12.88,14.43,14.05,13.29,14.31,12.24,14.27,15.25,10.41,11.18,11.76,11.71,12.08,8.32,8.19,8.16,9.14,9.59,4.11,3.87,4.18,5.73,5.83,2.93,2.86,2.94,3.4,3.59,0.85,1,0.81,0.69,0.65,0.28,0.26,25.02,29.07,29.72,1.25,1.24,1.24,1.02,0.89,1.18,1.18,1.18,0.97,0.84,6.68,0,18.22,20.24,20.26,0,73.12,73.23,28.88,24.75,0,46.37,46.7,19.41,16.93,0,26.88,26.77,71.12,75.25,0,53.63,53.3,80.59,83.07,"16,442.49","18,751.64","14,983.48","10,934.33","15,396.89",2.06,2.57,2.16,1.4,1.99,12.12,14.39,11.06,6.93,10.12,1.11,1.39,1.14,0.7,1.25,0,26.87,26.76,71.11,75.24,0.89,1.02,0.79,0.54,0.99,1.11,1.39,1.14,0.7,1.25,0.09,0.08,0.1,0.17,0.1
CCL Products India Ltd.,12.62,9.56,11.93,17.96,9.43,12.62,9.56,11.93,17.96,9.43,15.26,11.88,13.96,19.87,10.35,82.31,74.67,69.79,59.57,48.79,82.31,74.67,69.79,59.57,48.79,5.5,5,4,5,3.5,100.37,69.38,59.77,61.84,60.82,19.92,17.16,19.03,25.61,14.95,17.28,14.85,17,23.7,14.03,15.33,13.81,15.82,22.43,13.42,12.62,9.56,11.93,17.96,9.43,19.84,24.73,31.84,41.41,24.58,17.21,21.39,28.44,38.32,23.07,15.27,19.9,26.46,36.26,22.07,12.57,13.78,19.95,29.04,15.5,15.33,12.8,17.09,30.15,19.32,19.07,16.75,20.26,29.52,21.1,9.23,7.87,10.82,17.72,10.34,0.52,0.39,0.35,0.46,0.56,0.78,0.6,54.24,61.03,66.71,1.27,1.42,1.49,1.7,1.12,0.6,0.46,0.77,1.03,0.68,1.75,1.49,3.18,4.39,5.57,0,52.29,16.76,37.58,53.71,0,42.1,14.32,33.96,48.94,0,47.71,83.24,62.42,46.29,0,57.9,85.68,66.04,51.06,"8,094.77","5,741.06","3,369.47","2,732.90","4,106.77",6.06,6.22,4.24,3.32,5.08,30.55,25.15,13.31,8.02,20.65,5.66,5.82,3.92,2.9,4.68,0,47.7,83.23,62.41,46.28,6.9,5.4,3.36,3.02,5.83,5.66,5.82,3.92,2.9,4.68,0.02,0.02,0.05,0.1,0.03
Ceat Ltd.,50.99,13.43,102.26,55.53,71.42,50.99,13.43,102.26,55.53,71.42,167,121.01,186.21,124.03,114.51,827.1,778.81,782.38,682.47,680.11,827.1,778.81,782.38,682.47,680.11,12,3,18,12,12,"2,784.49","2,302.26","1,872.14","1,668.20","1,688.83",251.15,180.29,248.6,185.01,171.28,135.15,72.71,164.65,116.5,128.19,67.79,19.1,113.45,72.28,101.3,50.99,13.43,102.26,55.53,71.42,9.01,7.83,13.27,11.09,10.14,4.85,3.15,8.79,6.98,7.59,2.43,0.82,6.05,4.33,5.99,1.83,0.58,5.46,3.32,4.22,6.16,1.72,13.07,8.13,10.5,10.19,5.5,13.6,9.68,12.95,2.17,0.6,5.23,3.14,4.76,0.62,0.66,0.42,0.67,0.44,1.22,1.1,95.79,94.6,112.69,0.64,0.71,0.73,0.78,0.95,0.37,0.36,0.36,0.38,0.49,6.1,5.16,6.81,7.4,7.08,5.88,134.01,0,43.22,16.1,1.79,14.87,0,19.34,10.04,94.12,-34.01,0,56.78,83.9,98.21,85.13,0,80.66,89.96,"7,878.46","5,823.86","7,631.32","5,011.27","5,704.88",0.7,0.63,1.01,0.74,0.84,7.75,7.99,7.59,6.7,8.23,0.52,0.4,0.83,0.47,0.67,94.11,-34.01,0,56.77,83.89,1.75,1.2,2,1.15,1.65,0.52,0.4,0.83,0.47,0.67,0.04,0.01,0.07,0.07,0.06
City Union Bank Ltd.,12.67,10.29,8.03,6.48,9.57,12.57,10.18,7.97,6.41,9.49,12.66,11.43,9.21,7.53,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66,10.28,8.02,6.46,9.3,,,,,,,,,,,,,,,,19.88,18.51,14.33,11.42,18.12,,,,,,,,,,,1.4,1.23,1.11,0.95,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.14,93.78,92.28,96.78,,,,,,,,,,,,,,,
